FIRST_NAME,LAST_NAME,TEAMS
Miles,Zaharko,"Atlanta Flames, Chicago Blackhawks"
Nelson,Burton,Washington Capitals
Eddy,Godin,Washington Capitals
Mark,Lofthouse,"Washington Capitals, Detroit Red Wings"
Robert,Picard,"Washington Capitals, Montréal Canadiens, Toronto Maple Leafs, Winnipeg Jets (1979), Quebec Nordiques, Detroit Red Wings"
Jim,Bedard,Washington Capitals
Bob,Hoffmeyer,"Chicago Blackhawks, Philadelphia Flyers, New Jersey Devils"
Reg,Kerr,"Chicago Blackhawks, Cleveland Barons, Edmonton Oilers"
Mike,O'Connell,"Chicago Blackhawks, Boston Bruins, Detroit Red Wings"
Jean,Savard,"Chicago Blackhawks, Hartford Whalers"
Doug,Wilson,"Chicago Blackhawks, San Jose Sharks"
Jeff,Allan,Cleveland Barons
John,Baby,"Cleveland Barons, Minnesota North Stars"
Dan,Chicoine,"Cleveland Barons, Minnesota North Stars"
Mike,Crombeen,"Cleveland Barons, St. Louis Blues, Hartford Whalers"
Kris,Manery,"Cleveland Barons, Minnesota North Stars, Winnipeg Jets (1979), Vancouver Canucks"
Darcy,Regier,"Cleveland Barons, New York Islanders"
Roland,Cloutier,"Detroit Red Wings, Quebec Nordiques"
John,Hilworth,Detroit Red Wings
Dale,McCourt,"Detroit Red Wings, Buffalo Sabres, Toronto Maple Leafs"
Perry,Miller,Detroit Red Wings
Vaclav,Nedomansky,"Detroit Red Wings, New York Rangers, St. Louis Blues"
Robert,Plumb,Detroit Red Wings
Timothy,Sheehy,"Detroit Red Wings, Hartford Whalers"
Rick,Vasko,Detroit Red Wings
Paul,Woods,Detroit Red Wings
Jack,Brownschidle,"St. Louis Blues, Hartford Whalers"
Tony,Currie,"St. Louis Blues, Vancouver Canucks, Hartford Whalers"
John,Smrke,"St. Louis Blues, Quebec Nordiques"
Jere,Gillis,"Vancouver Canucks, New York Rangers, Quebec Nordiques, Buffalo Sabres, Philadelphia Flyers"
Sidney,Veysey,Vancouver Canucks
Murray,Bannerman,"Vancouver Canucks, Chicago Blackhawks"
Glen,Hanlon,"Vancouver Canucks, St. Louis Blues, New York Rangers, Detroit Red Wings"
Rob,Palmer,"Los Angeles Kings, New Jersey Devils"
Steven,Short,"Los Angeles Kings, Detroit Red Wings"
Dave,Taylor,Los Angeles Kings
Kent-Erik,Andersson,"Minnesota North Stars, New York Rangers"
Jim,Boo,Minnesota North Stars
Per-Olov,Brasar,"Minnesota North Stars, Vancouver Canucks"
Bill,Butters,Minnesota North Stars
Jamie,Gallimore,Minnesota North Stars
Don,Jackson,"Minnesota North Stars, Edmonton Oilers, New York Rangers"
Dean,Magee,Minnesota North Stars
Brad,Maxwell,"Minnesota North Stars, Quebec Nordiques, Toronto Maple Leafs, New York Rangers, Vancouver Canucks"
Bryan,Maxwell,"Minnesota North Stars, St. Louis Blues, Winnipeg Jets (1979), Pittsburgh Penguins"
Ron,Zanussi,"Minnesota North Stars, Toronto Maple Leafs"
Mike,Hordy,New York Islanders
Hector,Marini,"New York Islanders, New Jersey Devils"
Steve,Tambellini,"New York Islanders, Colorado Rockies, New Jersey Devils, Calgary Flames, Vancouver Canucks"
John,Tonelli,"New York Islanders, Calgary Flames, Los Angeles Kings, Quebec Nordiques, Chicago Blackhawks"
Mike,Dwyer,"Colorado Rockies, Calgary Flames"
Mike,Gillis,"Colorado Rockies, Boston Bruins"
Kevin,Krook,Colorado Rockies
Michel,Lachance,Colorado Rockies
Merlin,Malinowski,"Colorado Rockies, New Jersey Devils, Hartford Whalers"
Paul,Messier,Colorado Rockies
Frank,Beaton,New York Rangers
Tim,Bothwell,"New York Rangers, St. Louis Blues, Hartford Whalers"
Dan,Clark,New York Rangers
Andre,Dore,"New York Rangers, St. Louis Blues, Quebec Nordiques"
Anders,Hedberg,New York Rangers
Don,Maloney,"New York Rangers, Hartford Whalers, New York Islanders"
Mike,McDougal,"New York Rangers, Hartford Whalers"
Ulf,Nilsson,New York Rangers
Dean,Turner,"New York Rangers, Colorado Rockies, Los Angeles Kings"
Glen,Cochrane,"Philadelphia Flyers, Vancouver Canucks, Chicago Blackhawks, Edmonton Oilers"
John,Paul Evans,Philadelphia Flyers
Tom,Gorence,"Philadelphia Flyers, Edmonton Oilers"
Ken,Linseman,"Philadelphia Flyers, Edmonton Oilers, Boston Bruins, Toronto Maple Leafs"
Daniel,Lucas,Philadelphia Flyers
Yves,Preston,Philadelphia Flyers
Behn,Wilson,"Philadelphia Flyers, Chicago Blackhawks"
Robbie,Moore,"Philadelphia Flyers, Washington Capitals"
Pete,Peeters,"Philadelphia Flyers, Boston Bruins, Washington Capitals"
Lex,Hudson,Pittsburgh Penguins
Michael,Meeker,Pittsburgh Penguins
Greg,Millen,"Pittsburgh Penguins, Hartford Whalers, St. Louis Blues, Quebec Nordiques, Chicago Blackhawks, Detroit Red Wings"
Bill,Bennett,"Boston Bruins, Hartford Whalers"
Graeme,Nicolson,"Boston Bruins, Colorado Rockies, New York Rangers"
Al,Secord,"Boston Bruins, Chicago Blackhawks, Toronto Maple Leafs, Philadelphia Flyers"
Thomas,Songin,Boston Bruins
Tony,McKegney,"Buffalo Sabres, Quebec Nordiques, Minnesota North Stars, New York Rangers, St. Louis Blues, Detroit Red Wings, Chicago Blackhawks"
Larry,Playfair,"Buffalo Sabres, Los Angeles Kings"
Randy,Ireland,Buffalo Sabres
Cam,Connor,"Montréal Canadiens, New York Rangers, Edmonton Oilers"
Rod,Langway,"Montréal Canadiens, Washington Capitals"
Dave,Lumley,"Montréal Canadiens, Edmonton Oilers, Hartford Whalers"
Mark,Napier,"Montréal Canadiens, Minnesota North Stars, Edmonton Oilers, Buffalo Sabres"
Joel,Quenneville,"Toronto Maple Leafs, Colorado Rockies, New Jersey Devils, Hartford Whalers, Washington Capitals"
Rocky,Saganiuk,"Toronto Maple Leafs, Pittsburgh Penguins"
Don,Laurence,"Atlanta Flames, St. Louis Blues"
Brad,Marsh,"Atlanta Flames, Calgary Flames, Philadelphia Flyers, Toronto Maple Leafs, Detroit Red Wings, Ottawa Senators"
Rejean,Lemelin,"Atlanta Flames, Calgary Flames, Boston Bruins"
Greg,Carroll,"Washington Capitals, Detroit Red Wings, Hartford Whalers"
Rolf,Edberg,Washington Capitals
Paul,Mulvey,"Washington Capitals, Pittsburgh Penguins, Los Angeles Kings"
Gary,Rissling,"Washington Capitals, Pittsburgh Penguins"
Leif,Svensson,Washington Capitals
Brent,Tremblay,Washington Capitals
Ryan,Walter,"Washington Capitals, Montréal Canadiens, Vancouver Canucks"
Rollie,Boutin,Washington Capitals
Tim,Higgins,"Chicago Blackhawks, New Jersey Devils, Detroit Red Wings"
Doug,Lecuyer,"Chicago Blackhawks, Winnipeg Jets (1979), Pittsburgh Penguins"
Rick,Paterson,Chicago Blackhawks
Dan,Bolduc,"Detroit Red Wings, Calgary Flames"
Mal,Davis,"Detroit Red Wings, Buffalo Sabres"
Larry,Gloekner,Detroit Red Wings
David,Hanson,"Detroit Red Wings, Minnesota North Stars"
Willie,Huber,"Detroit Red Wings, New York Rangers, Philadelphia Flyers, Vancouver Canucks"
Dan,Labraaten,"Detroit Red Wings, Calgary Flames"
Brent,Peterson,"Detroit Red Wings, Buffalo Sabres, Vancouver Canucks, Hartford Whalers"
Bjorn,Skaare,Detroit Red Wings
John,Taft,Detroit Red Wings
Wayne,Babych,"St. Louis Blues, Pittsburgh Penguins, Quebec Nordiques, Hartford Whalers"
Gord,McTavish,"St. Louis Blues, Winnipeg Jets (1979)"
Neil,Labatte,St. Louis Blues
Dick,Lamby,St. Louis Blues
Mike,Zuke,"St. Louis Blues, Hartford Whalers"
Bill,Derlago,"Vancouver Canucks, Toronto Maple Leafs, Winnipeg Jets (1979), Boston Bruins, Quebec Nordiques"
Curt,Fraser,"Vancouver Canucks, Chicago Blackhawks, Minnesota North Stars"
Thomas,Gradin,"Vancouver Canucks, Boston Bruins"
Lars,Lindgren,"Vancouver Canucks, Minnesota North Stars"
Lars,Zetterstrom,Vancouver Canucks
Brad,Smith,"Vancouver Canucks, Atlanta Flames, Detroit Red Wings, Calgary Flames, Toronto Maple Leafs"
Stan,Smyl,Vancouver Canucks
Robert,Tudor,"Vancouver Canucks, St. Louis Blues"
Mario,Lessard,Los Angeles Kings
Jack,Carlson,"Minnesota North Stars, St. Louis Blues"
Mike,Eaves,"Minnesota North Stars, Calgary Flames"
Steve,Payne,Minnesota North Stars
Bobby,Smith,"Minnesota North Stars, Montréal Canadiens"
Paul,Baxter,"Quebec Nordiques, Pittsburgh Penguins, Calgary Flames"
Gilles,Bilodeau,Quebec Nordiques
Curt,Brackenbury,"Quebec Nordiques, Edmonton Oilers, St. Louis Blues"
Ron,Chipperfield,"Quebec Nordiques, Edmonton Oilers"
Real,Cloutier,"Quebec Nordiques, Buffalo Sabres"
Alain,Cote,Quebec Nordiques
Richard,David,Quebec Nordiques
Bob,Fitchner,Quebec Nordiques
Michel,Goulet,"Quebec Nordiques, Chicago Blackhawks"
Jamie,Hislop,"Quebec Nordiques, Calgary Flames"
Terry,Johnson,"Quebec Nordiques, St. Louis Blues, Calgary Flames, Toronto Maple Leafs"
Pierre,Lacroix,"Quebec Nordiques, Hartford Whalers"
Garry,Lariviere,"Quebec Nordiques, Edmonton Oilers"
Barry,Legge,"Quebec Nordiques, Winnipeg Jets (1979)"
Bernie,Saunders,Quebec Nordiques
Louis,Sleigher,"Quebec Nordiques, Boston Bruins"
John,Stewart,Quebec Nordiques
Paul,Stewart,Quebec Nordiques
Gregory,Tebbutt,"Quebec Nordiques, Pittsburgh Penguins"
Reginald,Thomas,Quebec Nordiques
Wally,Weir,"Quebec Nordiques, Hartford Whalers, Pittsburgh Penguins"
Michel,Dion,"Quebec Nordiques, Winnipeg Jets (1979), Pittsburgh Penguins"
Mike,Amodeo,Winnipeg Jets (1979)
John,Bethel,Winnipeg Jets (1979)
Scott,Campbell,"Winnipeg Jets (1979), St. Louis Blues"
Dave,Christian,"Winnipeg Jets (1979), Washington Capitals, Boston Bruins, St. Louis Blues, Chicago Blackhawks"
Ross,Cory,Winnipeg Jets (1979)
Pat,Daley,Winnipeg Jets (1979)
Bobby,Guindon,Winnipeg Jets (1979)
Willy,Lindstrom,"Winnipeg Jets (1979), Edmonton Oilers, Pittsburgh Penguins"
Morris,Lukowich,"Winnipeg Jets (1979), Boston Bruins, Los Angeles Kings"
Donald,Maciver,Winnipeg Jets (1979)
Jimmy,Mann,"Winnipeg Jets (1979), Quebec Nordiques, Pittsburgh Penguins"
John,Markell,"Winnipeg Jets (1979), St. Louis Blues, Minnesota North Stars"
Peter,Marsh,"Winnipeg Jets (1979), Chicago Blackhawks"
Barry,Melrose,"Winnipeg Jets (1979), Toronto Maple Leafs, Detroit Red Wings"
Craig,Norwich,"Winnipeg Jets (1979), Colorado Rockies, St. Louis Blues"
Gerry,Rioux,Winnipeg Jets (1979)
Lars,Sjoberg,Winnipeg Jets (1979)
Peter,Sullivan,Winnipeg Jets (1979)
Glenn,Tomalty,Winnipeg Jets (1979)
Ron,Wilson,"Winnipeg Jets (1979), St. Louis Blues, Montréal Canadiens"
Markus,Mattsson,"Winnipeg Jets (1979), Los Angeles Kings, Minnesota North Stars"
Lindsay,Middlebrook,"Winnipeg Jets (1979), Minnesota North Stars, New Jersey Devils, Edmonton Oilers"
Steve,Alley,Hartford Whalers
Ray,Allison,"Hartford Whalers, Philadelphia Flyers"
Jeff,Brubaker,"Hartford Whalers, Montréal Canadiens, Calgary Flames, Toronto Maple Leafs, Edmonton Oilers, New York Rangers, Detroit Red Wings"
Dave,Debol,Hartford Whalers
Jordy,Douglas,"Hartford Whalers, Minnesota North Stars, Winnipeg Jets (1979)"
Al,Hangsleben,"Hartford Whalers, Washington Capitals, Los Angeles Kings"
Brian,Hill,Hartford Whalers
Rick,Hodgson,Hartford Whalers
Mark,Howe,"Hartford Whalers, Philadelphia Flyers, Detroit Red Wings"
Marty,Howe,"Hartford Whalers, Boston Bruins"
Bernie,Johnston,Hartford Whalers
Charles,Luksa,Hartford Whalers
Ray,Neufeld,"Hartford Whalers, Winnipeg Jets (1979), Boston Bruins"
Ronald,Plumb,Hartford Whalers
Mark,Renaud,"Hartford Whalers, Buffalo Sabres"
Gordie,Roberts,"Hartford Whalers, Minnesota North Stars, Philadelphia Flyers, St. Louis Blues, Pittsburgh Penguins, Boston Bruins"
Mike,Rogers,"Hartford Whalers, New York Rangers, Edmonton Oilers"
Maynard,Schurman,Hartford Whalers
Stuart,Smith,Hartford Whalers
Robert,Stephenson,"Hartford Whalers, Toronto Maple Leafs"
James,Warner,Hartford Whalers
John,Garrett,"Hartford Whalers, Quebec Nordiques, Vancouver Canucks"
Randy,Johnston,New York Islanders
Anders,Kallur,New York Islanders
Dave,Langevin,"New York Islanders, Minnesota North Stars, Los Angeles Kings"
Garth,Macguigan,New York Islanders
Ken,Morrow,New York Islanders
Duane,Sutter,"New York Islanders, Chicago Blackhawks"
Yvon,Vautour,"New York Islanders, Colorado Rockies, New Jersey Devils, Quebec Nordiques"
Richard,Brodeur,"New York Islanders, Vancouver Canucks, Hartford Whalers"
Bob,Attwell,Colorado Rockies
Doug,Berry,Colorado Rockies
Mario,Giallonardo,Colorado Rockies
Kevin,Morrison,Colorado Rockies
Steve,Peters,Colorado Rockies
Rob,Ramage,"Colorado Rockies, St. Louis Blues, Calgary Flames, Toronto Maple Leafs, Minnesota North Stars, Montréal Canadiens, Tampa Bay Lightning, Philadelphia Flyers"
Peter,Sturgeon,Colorado Rockies
David,Watson,Colorado Rockies
Pat,Conacher,"New York Rangers, Edmonton Oilers, New Jersey Devils, Los Angeles Kings, New York Islanders, Calgary Flames"
Ed,Hospodar,"New York Rangers, Hartford Whalers, Philadelphia Flyers, Minnesota North Stars, Buffalo Sabres"
Claude,Larose,New York Rangers
Ray,Markham,New York Rangers
Jim,Mayer,New York Rangers
Warren,Miller,"New York Rangers, Hartford Whalers"
Dave,Silk,"New York Rangers, Boston Bruins, Detroit Red Wings, Winnipeg Jets (1979)"
Doug,Sulliman,"New York Rangers, Hartford Whalers, New Jersey Devils, Philadelphia Flyers"
Steve,Baker,New York Rangers
Mike,Busniuk,Philadelphia Flyers
Don,Gillen,"Philadelphia Flyers, Hartford Whalers"
Gary,Morrison,Philadelphia Flyers
Brian,Propp,"Philadelphia Flyers, Boston Bruins, Minnesota North Stars, Hartford Whalers"
Blake,Wesley,"Philadelphia Flyers, Hartford Whalers, Quebec Nordiques, Toronto Maple Leafs"
Kim,Clackson,"Pittsburgh Penguins, Quebec Nordiques"
Mark,Johnson,"Pittsburgh Penguins, Minnesota North Stars, Hartford Whalers, St. Louis Blues, New Jersey Devils"
Paul,Marshall,"Pittsburgh Penguins, Toronto Maple Leafs, Hartford Whalers"
Rob,Holland,Pittsburgh Penguins
Nick,Ricci,Pittsburgh Penguins
Ray,Bourque,"Boston Bruins, Colorado Avalanche"
Craig,MacTavish,"Boston Bruins, Edmonton Oilers, New York Rangers, Philadelphia Flyers, St. Louis Blues"
Brad,McCrimmon,"Boston Bruins, Philadelphia Flyers, Calgary Flames, Detroit Red Wings, Hartford Whalers, Phoenix Coyotes"
Douglas,Morrison,Boston Bruins
Marco,Baron,"Boston Bruins, Los Angeles Kings, Edmonton Oilers"
James,Stewart Jr,Boston Bruins
Rob,McClanahan,"Buffalo Sabres, Hartford Whalers, New York Rangers"
Robert,Mongrain,"Buffalo Sabres, Los Angeles Kings"
Mike,Ramsey,"Buffalo Sabres, Pittsburgh Penguins, Detroit Red Wings"
Lindy,Ruff,"Buffalo Sabres, New York Rangers"
Keith,Acton,"Montréal Canadiens, Minnesota North Stars, Edmonton Oilers, Philadelphia Flyers, New York Islanders, Washington Capitals"
Norm,Dupont,"Montréal Canadiens, Winnipeg Jets (1979), Hartford Whalers"
Danny,Geoffrion,"Montréal Canadiens, Winnipeg Jets (1979)"
Gaston,Gingras,"Montréal Canadiens, Toronto Maple Leafs, St. Louis Blues"
Rick,Meagher,"Montréal Canadiens, Hartford Whalers, New Jersey Devils, St. Louis Blues"
Chris,Nilan,"Montréal Canadiens, New York Rangers, Boston Bruins"
Morris,Robinson,Montréal Canadiens
Yvan,Joly,Montréal Canadiens
Richard,Sevigny,"Montréal Canadiens, Quebec Nordiques"
Laurie,Boschman,"Toronto Maple Leafs, Edmonton Oilers, Winnipeg Jets (1979), New Jersey Devils, Ottawa Senators"
Greg,Hotham,"Toronto Maple Leafs, Pittsburgh Penguins"
Mark,Kirton,"Toronto Maple Leafs, Detroit Red Wings, Vancouver Canucks"
Rick,Vaive,"Toronto Maple Leafs, Vancouver Canucks, Chicago Blackhawks, Buffalo Sabres"
Jiri,Crha,Toronto Maple Leafs
Vincent,Tremblay,"Toronto Maple Leafs, Pittsburgh Penguins"
Serge,Beaudoin,Atlanta Flames
Dave,Gorman,Atlanta Flames
Bobby,Gould,"Atlanta Flames, Calgary Flames, Washington Capitals, Boston Bruins"
Earl,Ingarfield,"Atlanta Flames, Detroit Red Wings, Calgary Flames"
Kent,Nilsson,"Atlanta Flames, Calgary Flames, Minnesota North Stars, Edmonton Oilers"
Pekka,Rautakallio,"Atlanta Flames, Calgary Flames"
Paul,Reinhart,"Atlanta Flames, Calgary Flames, Vancouver Canucks"
Gordon,Wappel,"Atlanta Flames, Calgary Flames"
Jim,Craig,"Atlanta Flames, Boston Bruins, Minnesota North Stars"
Pat,Riggin,"Atlanta Flames, Calgary Flames, Washington Capitals, Boston Bruins, Pittsburgh Penguins"
Tony,Cassolato,Washington Capitals
Tim,Coulis,"Washington Capitals, Minnesota North Stars"
Glen,Currie,"Washington Capitals, Los Angeles Kings"
Mike,Gartner,"Washington Capitals, Minnesota North Stars, New York Rangers, Toronto Maple Leafs, Phoenix Coyotes"
Bengt-Ake,Gustafsson,Washington Capitals
Wes,Jarvis,"Washington Capitals, Minnesota North Stars, Los Angeles Kings, Toronto Maple Leafs"
Antero,Lehtonen,Washington Capitals
Paul,MacKinnon,Washington Capitals
Claude,Noel,Washington Capitals
Harvie,Pocza,Washington Capitals
Errol,Rausse,Washington Capitals
Greg,Theberge,Washington Capitals
Keith,Brown,"Chicago Blackhawks, Florida Panthers"
Rich,Preston,"Chicago Blackhawks, New Jersey Devils"
Terry,Ruskowski,"Chicago Blackhawks, Los Angeles Kings, Pittsburgh Penguins, Minnesota North Stars"
Darryl,Sutter,Chicago Blackhawks
Tim,Trimper,"Chicago Blackhawks, Winnipeg Jets (1979), Minnesota North Stars"
Rejean,Cloutier,Detroit Red Wings
Mike,Foligno,"Detroit Red Wings, Buffalo Sabres, Toronto Maple Leafs, Florida Panthers"
Glenn,Hicks,Detroit Red Wings
Jim,Korn,"Detroit Red Wings, Toronto Maple Leafs, Buffalo Sabres, New Jersey Devils, Calgary Flames"
George,Lyle,"Detroit Red Wings, Hartford Whalers"
John,Ogrodnick,"Detroit Red Wings, Quebec Nordiques, New York Rangers"
Dennis,Sobchuk,"Detroit Red Wings, Quebec Nordiques"
Bob,Crawford,"St. Louis Blues, Hartford Whalers, New York Rangers, Washington Capitals"
Joe,Micheletti,"St. Louis Blues, Colorado Rockies"
Perry,Turnbull,"St. Louis Blues, Montréal Canadiens, Winnipeg Jets (1979)"
Joe,Mullen,"St. Louis Blues, Calgary Flames, Pittsburgh Penguins, Boston Bruins"
Mike,Liut,"St. Louis Blues, Hartford Whalers, Washington Capitals"
Ron,Areshenkoff,Edmonton Oilers
Bryon,Baltimore,Edmonton Oilers
Brett,Callighen,Edmonton Oilers
Ron,Carter,Edmonton Oilers
Peter,Driscoll,Edmonton Oilers
Wayne,Gretzky,"Edmonton Oilers, Los Angeles Kings, St. Louis Blues, New York Rangers"
Dave,Hunter,"Edmonton Oilers, Pittsburgh Penguins, Winnipeg Jets (1979)"
Kevin,Lowe,"Edmonton Oilers, New York Rangers"
Blair,MacDonald,"Edmonton Oilers, Vancouver Canucks"
Kari,Makkonen,Edmonton Oilers
Mark,Messier,"Edmonton Oilers, New York Rangers, Vancouver Canucks"
Dave,Semenko,"Edmonton Oilers, Hartford Whalers, Toronto Maple Leafs"
Risto,Siltanen,"Edmonton Oilers, Hartford Whalers, Quebec Nordiques"
Michael,Toal,Edmonton Oilers
Jim,Corsi,Edmonton Oilers
Donald,Cutts,Edmonton Oilers
Robert,Dupuis,Edmonton Oilers
Eddie,Mio,"Edmonton Oilers, New York Rangers, Detroit Red Wings"
Brent,Ashton,"Vancouver Canucks, Colorado Rockies, New Jersey Devils, Minnesota North Stars, Quebec Nordiques, Detroit Red Wings, Winnipeg Jets (1979), Boston Bruins, Calgary Flames"
Steve,Hazlett,Vancouver Canucks
John,Hughes,"Vancouver Canucks, New York Rangers, Edmonton Oilers"
Gary,Lupul,Vancouver Canucks
Gerry,Minor,Vancouver Canucks
Steve,Carlson,Los Angeles Kings
Mark,Hardy,"Los Angeles Kings, New York Rangers, Minnesota North Stars"
Dean,Hopkins,"Los Angeles Kings, Edmonton Oilers, Quebec Nordiques"
Don,Howse,Los Angeles Kings
John,Paul Kelly,Los Angeles Kings
Jay,Wells,"Los Angeles Kings, Philadelphia Flyers, Buffalo Sabres, New York Rangers, St. Louis Blues, Tampa Bay Lightning"
Doug,Keans,"Los Angeles Kings, Boston Bruins"
Steve,Christoff,"Minnesota North Stars, Calgary Flames, Los Angeles Kings"
Jim,Dobson,"Minnesota North Stars, Colorado Rockies, Quebec Nordiques"
Jon,Fontas,Minnesota North Stars
Curt,Giles,"Minnesota North Stars, New York Rangers, St. Louis Blues"
Craig,Hartsburg,Minnesota North Stars
Robbie,Laird,Minnesota North Stars
Tom,McCarthy,"Minnesota North Stars, Boston Bruins"
Steve,Janaszek,"Minnesota North Stars, Colorado Rockies"
Jean,Levasseur,Minnesota North Stars
Pierre,Aubry,"Quebec Nordiques, Detroit Red Wings"
Dale,Hunter,"Quebec Nordiques, Washington Capitals, Colorado Avalanche"
Lee,Norwood,"Quebec Nordiques, Washington Capitals, St. Louis Blues, Detroit Red Wings, New Jersey Devils, Hartford Whalers, Calgary Flames"
Dave,Pichette,"Quebec Nordiques, St. Louis Blues, New Jersey Devils, New York Rangers"
Normand,Rochefort,"Quebec Nordiques, New York Rangers, Tampa Bay Lightning"
Anton,Stastny,Quebec Nordiques
Peter,Stastny,"Quebec Nordiques, New Jersey Devils, St. Louis Blues"
Gaston,Therrien,Quebec Nordiques
Dave,Babych,"Winnipeg Jets (1979), Hartford Whalers, Vancouver Canucks, Philadelphia Flyers, Los Angeles Kings"
Sandy,Beadle,Winnipeg Jets (1979)
Dave,Chartier,Winnipeg Jets (1979)
Murray,Eaves,"Winnipeg Jets (1979), Detroit Red Wings"
Moe,Mantha,"Winnipeg Jets (1979), Pittsburgh Penguins, Edmonton Oilers, Minnesota North Stars, Philadelphia Flyers"
Mark,Plantery,Winnipeg Jets (1979)
Doug,Smail,"Winnipeg Jets (1979), Minnesota North Stars, Quebec Nordiques, Ottawa Senators"
Don,Spring,Winnipeg Jets (1979)
Anders,Steen,Winnipeg Jets (1979)
William,Whelton,Winnipeg Jets (1979)
Ronald,Loustel,Winnipeg Jets (1979)
Thommy,Abrahamsson,Hartford Whalers
Fred,Arthur,"Hartford Whalers, Philadelphia Flyers"
Michel,Galarneau,Hartford Whalers
Kevin,Kemp,Hartford Whalers
Don,Nachbaur,"Hartford Whalers, Edmonton Oilers, Philadelphia Flyers"
Mickey,Volcan,"Hartford Whalers, Calgary Flames"
